,date,species,bands,sx,sy
1613,8/6/2015,GRSP,SD-OG,713532,4334269
1384,7/17/2015,GRSP,SD-OG,713605,4334289
1614,8/6/2015,GRSP,SD-OG,713513,4334293
1377,7/17/2015,GRSP,SD-OG,713549,4334294
3528,6/1/2018,GRSP,SD-OP,712557,4329975
3533,6/1/2018,GRSP,SD-OP,712557,4329976
3469,5/26/2018,GRSP,SD-OP,712580,4330030
926,6/12/2015,GRSP,SD-OR,712321,4329475
624,5/2/2015,GRSP,SD-OR,712142,4329546
3898,7/18/2018,GRSP,SD-OW,711998,4329376
3899,7/18/2018,GRSP,SD-OW,712006,4329420
3900,7/18/2018,GRSP,SD-OW,712020,4329423
4124,5/20/2019,GRSP,SD-OY,711911,4329773
537,7/16/2014,GRSP,SD-PG,713522,4334437
4917,7/16/2020,GRSP,SD-PK,711412,4330720
4620,5/19/2020,GRSP,SD-PO,708644,4329092
1060,6/25/2015,GRSP,SD-PP,709962,4329003
869,6/4/2015,GRSP,SD-PP,709932,4329180
3646,6/14/2018,GRSP,SD-PR,711917,4329402
1416,7/21/2015,GRSP,SD-PW,711527,4330500
1036,6/24/2015,GRSP,SD-PW,711588,4330505
1039,6/24/2015,GRSP,SD-PW,711588,4330507
1052,6/24/2015,GRSP,SD-PW,711526,4330521
1042,6/24/2015,GRSP,SD-PW,711579,4330526
1034,6/24/2015,GRSP,SD-PW,711543,4330528
769,5/22/2015,GRSP,SD-PW,711537,4330542
1017,6/23/2015,GRSP,SD-PW,710055,4330635
1021,6/23/2015,GRSP,SD-PW,710081,4330646
892,6/8/2015,GRSP,SD-PW,710032,4330659
3345,5/14/2018,GRSP,SD-PY,708380,4328945
3329,5/12/2018,GRSP,SD-PY,712475,4329571
3551,6/1/2018,GRSP,SD-PY,712426,4329607
3555,6/1/2018,GRSP,SD-PY,712426,4329607
3538,6/1/2018,GRSP,SD-PY,712426,4329608
1628,8/6/2015,GRSP,SD-RA,713497,4334188
1631,8/6/2015,GRSP,SD-RA,713481,4334221
845,6/2/2015,GRSP,SD-RA,713534,4334289
2004,6/6/2016,GRSP,SD-RG,712128,4331963
1993,6/6/2016,GRSP,SD-RG,712138,4331977
2020,6/6/2016,GRSP,SD-RG,712120,4331986
4001,4/10/2019,GRSP,SD-RP,709758,4328019
4000,4/10/2019,GRSP,SD-RP,711791,4329190
3916,7/20/2018,GRSP,SD-RP,713409,4334418
3372,5/17/2018,GRSP,SD-RP,713374,4334428
3712,6/22/2018,GRSP,SD-RP,713355,4334430
3944,7/23/2018,GRSP,SD-RP,713348,4334440
3943,7/23/2018,GRSP,SD-RP,713328,4334443
3756,6/28/2018,GRSP,SD-RP,713336,4334444
3702,6/22/2018,GRSP,SD-RP,713393,4334446
3774,6/28/2018,GRSP,SD-RP,713369,4334448
3764,6/28/2018,GRSP,SD-RP,713338,4334465
3713,6/22/2018,GRSP,SD-RP,713342,4334484
3948,7/24/2018,GRSP,SD-RR,711945,4328556
3952,7/24/2018,GRSP,SD-RR,711945,4328556
3820,7/7/2018,GRSP,SD-RR,711951,4328588
3821,7/7/2018,GRSP,SD-RR,711992,4328625
3831,7/7/2018,GRSP,SD-RR,711967,4328681
3670,6/19/2018,GRSP,SD-RR,712379,4328948
3822,7/7/2018,GRSP,SD-RR,709498,4331462
3826,7/7/2018,GRSP,SD-RR,709507,4331466
3819,7/7/2018,GRSP,SD-RR,709512,4331482
3270,7/29/2017,GRSP,SD-VY,712329,4330101
3267,7/29/2017,GRSP,SD-VY,712305,4330114
1597,8/3/2015,GRSP,SD-WK,712469,4329654
166,5/26/2014,GRSP,SD-WP,712634,4329187
157,5/23/2014,GRSP,SD-WW,711709,4328418
427,6/30/2014,GRSP,SD-WY,712139,4330200
2326,7/1/2016,GRSP,SD-YG,711713,4328443
2350,7/5/2016,GRSP,SD-YG,711724,4328443
2356,7/5/2016,GRSP,SD-YG,711713,4328463
2361,7/5/2016,GRSP,SD-YG,711734,4328465
4733,6/12/2020,GRSP,SD-YK,711534,4330445
4145,5/24/2019,GRSP,SD-YK,712801,4331361
4394,6/25/2019,GRSP,SD-YO,712597,4331590
4571,7/29/2019,GRSP,SD-YR,708254,4328006
4470,7/8/2019,GRSP,SD-YR,708251,4328008
4472,7/8/2019,GRSP,SD-YR,708238,4328011
4468,7/8/2019,GRSP,SD-YR,708270,4328012
4473,7/8/2019,GRSP,SD-YR,708287,4328047
4572,7/29/2019,GRSP,SD-YR,708279,4328105
4348,6/19/2019,GRSP,SD-YR,708324,4328120
4347,6/19/2019,GRSP,SD-YR,708337,4328145
4344,6/19/2019,GRSP,SD-YR,708322,4328148
4349,6/19/2019,GRSP,SD-YR,708347,4328164
2683,5/15/2017,GRSP,SD-YR,708508,4328231
4552,7/17/2019,GRSP,SD-YR,708351,4328253
3989,7/27/2018,GRSP,SD-YR,708338,4328307
3987,7/27/2018,GRSP,SD-YR,708338,4328324
3984,7/27/2018,GRSP,SD-YR,708349,4328325
3396,5/21/2018,GRSP,SD-YR,708204,4331430
3390,5/21/2018,GRSP,SD-YR,708522,4331432
3397,5/21/2018,GRSP,SD-YR,713184,4334188
3271,7/29/2017,GRSP,SD-YV,712327,4330095
3166,7/13/2017,GRSP,SD-YV,713260,4334421
830,6/1/2015,GRSP,SD-YY,711473,4330143
2563,7/27/2016,GRSP,SD-YY,711464,4330196
2561,7/27/2016,GRSP,SD-YY,711471,4330205
2545,7/27/2016,GRSP,SD-YY,711464,4330228
2476,7/19/2016,GRSP,SD-YY,711471,4330239
2499,7/19/2016,GRSP,SD-YY,711467,4330240
2491,7/19/2016,GRSP,SD-YY,711467,4330261
1568,7/30/2015,GRSP,SD-YY,711443,4330721
1569,7/30/2015,GRSP,SD-YY,711433,4330721
1567,7/30/2015,GRSP,SD-YY,711443,4330731
1859,5/26/2016,GRSP,SD-YY,710970,4331562
1851,5/26/2016,GRSP,SD-YY,710955,4331592
2114,6/16/2016,GRSP,SD-YY,710970,4331598
1923,6/3/2016,GRSP,SD-YY,710962,4331599
2096,6/16/2016,GRSP,SD-YY,710980,4331599
1864,5/26/2016,GRSP,SD-YY,710978,4331601
1932,6/3/2016,GRSP,SD-YY,710976,4331605
2104,6/16/2016,GRSP,SD-YY,710980,4331617
1927,6/3/2016,GRSP,SD-YY,710981,4331619
3559,6/2/2018,GRSP,SG-AA,713641,4335028
642,5/9/2015,GRSP,SG-AD,712562,4330364
640,5/9/2015,GRSP,SG-AD,712549,4330420
478,7/4/2014,GRSP,SG-AW,712089,4330448
1,4/25/2014,GRSP,SG-BO,711527,4328581
264,6/4/2014,GRSP,SG-DG,713676,4335535
351,6/16/2014,GRSP,SG-DG,713605,4335539
261,6/4/2014,GRSP,SG-DG,713623,4335548
1242,7/8/2015,GRSP,SG-DGx,712093,4330249
4248,6/8/2019,GRSP,SG-DK,712371,4332600
32,5/9/2014,GRSP,SG-DR,712402,4328956
70,5/9/2014,GRSP,SG-DR,712402,4328956
1879,5/27/2016,GRSP,SG-DY,713945,4335410
1875,5/27/2016,GRSP,SG-DY,713876,4335424
2437,7/18/2016,GRSP,SG-DY,713888,4335425
1868,5/27/2016,GRSP,SG-DY,713942,4335440
2210,6/22/2016,GRSP,SG-DY,713947,4335451
2438,7/18/2016,GRSP,SG-DY,713878,4335458
1636,8/7/2015,GRSP,SG-DY,713845,4335476
1644,8/7/2015,GRSP,SG-DY,713845,4335476
1944,6/4/2016,GRSP,SG-DY,713889,4335478
1959,6/4/2016,GRSP,SG-DY,713862,4335481
2312,6/30/2016,GRSP,SG-DY,713886,4335483
1871,5/27/2016,GRSP,SG-DY,713921,4335487
1952,6/4/2016,GRSP,SG-DY,713881,4335509
698,5/13/2015,GRSP,SG-DY,713830,4335520
699,5/13/2015,GRSP,SG-DY,713830,4335520
975,6/17/2015,GRSP,SG-DY,713830,4335520
1217,7/7/2015,GRSP,SG-DY,713840,4335570
897,6/8/2015,GRSP,SG-DY,713814,4335672
886,6/8/2015,GRSP,SG-DY,713812,4335693
479,7/4/2014,GRSP,SG-GG,712015,4330438
1706,5/7/2016,GRSP,SG-GO,711464,4330768
1713,5/7/2016,GRSP,SG-GO,711464,4330768
725,5/18/2015,GRSP,SG-GR,710810,4330970
614,8/2/2014,GRSP,SG-KA,711360,4330561
1138,7/2/2015,GRSP,SG-KG,711708,4329841
1472,7/22/2015,GRSP,SG-KG,711742,4329846
1199,7/6/2015,GRSP,SG-KG,711685,4329847
1160,7/3/2015,GRSP,SG-KG,711697,4329848
1255,7/10/2015,GRSP,SG-KG,711726,4329853
1482,7/24/2015,GRSP,SG-KG,711772,4329855
1234,7/8/2015,GRSP,SG-KG,711717,4329859
1288,7/13/2015,GRSP,SG-KG,711603,4329860
1619,8/6/2015,GRSP,SG-KG,711707,4329860
1606,8/4/2015,GRSP,SG-KG,711736,4329890
1304,7/15/2015,GRSP,SG-KG,711637,4329904
1141,7/2/2015,GRSP,SG-KG,711671,4329908
1387,7/17/2015,GRSP,SG-KG,711646,4329909
2580,7/30/2016,GRSP,SG-KO,706721,4329711
3514,5/30/2018,GRSP,SG-KO,710981,4330744
3509,5/30/2018,GRSP,SG-KO,710999,4330745
3564,6/4/2018,GRSP,SG-KO,711048,4330753
3510,5/30/2018,GRSP,SG-KO,710995,4330761
3567,6/4/2018,GRSP,SG-KO,711033,4330769
4413,6/28/2019,GRSP,SG-KO,713847,4335612
4417,6/28/2019,GRSP,SG-KO,713529,4335618
3388,5/21/2018,GRSP,SG-KOx,710985,4330756
4355,6/21/2019,GRSP,SG-KW,712431,4329558
2536,7/26/2016,GRSP,SG-OB,713541,4335402
760,5/22/2015,GRSP,SG-OD,711343,4330554
196,5/29/2014,GRSP,SG-OD,711340,4330566
243,6/3/2014,GRSP,SG-OD,711340,4330566
254,6/4/2014,GRSP,SG-OD,711340,4330566
107,5/17/2014,GRSP,SG-OD,711354,4330615
1785,5/21/2016,GRSP,SG-OG,708568,4329259
4842,7/3/2020,GRSP,SG-OG,711031,4330700
4704,6/4/2020,GRSP,SG-OG,710984,4330706
4894,7/9/2020,GRSP,SG-OG,711046,4330743
4793,6/23/2020,GRSP,SG-OG,711061,4330750
2739,5/25/2017,GRSP,SG-OK,711694,4329341
4072,5/17/2019,GRSP,SG-OO,713549,4335558
4414,6/28/2019,GRSP,SG-OO,713587,4335670
4426,6/28/2019,GRSP,SG-OO,713558,4335670
4357,6/21/2019,GRSP,SG-OO,713593,4335676
4359,6/21/2019,GRSP,SG-OO,713575,4335676
4420,6/28/2019,GRSP,SG-OO,713578,4335680
4412,6/28/2019,GRSP,SG-OO,713561,4335682
4363,6/21/2019,GRSP,SG-OO,713561,4335685
4361,6/21/2019,GRSP,SG-OO,713576,4335693
4353,6/21/2019,GRSP,SG-OO,713569,4335700
4735,6/13/2020,GRSP,SG-OP,712581,4331671
4057,5/15/2019,GRSP,SG-OW,711561,4330852
821,5/31/2015,GRSP,SG-OY,711343,4330554
1406,7/21/2015,GRSP,SG-OY,711383,4330569
1030,6/24/2015,GRSP,SG-OY,711371,4330571
1024,6/24/2015,GRSP,SG-OY,711374,4330572
1032,6/24/2015,GRSP,SG-OY,711389,4330585
764,5/22/2015,GRSP,SG-OY,711380,4330590
1431,7/21/2015,GRSP,SG-OY,711373,4330590
1442,7/21/2015,GRSP,SG-OY,711390,4330595
1053,6/24/2015,GRSP,SG-OY,711380,4330597
873,6/4/2015,GRSP,SG-OY,711374,4330599
1050,6/24/2015,GRSP,SG-OY,711398,4330599
1043,6/24/2015,GRSP,SG-OY,711380,4330612
1169,7/3/2015,GRSP,SG-OY,711380,4330616
1045,6/24/2015,GRSP,SG-OY,711402,4330642
1676,4/25/2016,GRSP,SG-OY,711421,4330643
2827,6/5/2017,GRSP,SG-OY,712124,4332476
1806,5/25/2016,GRSP,SG-PD,712364,4329573
1802,5/25/2016,GRSP,SG-PD,712470,4329609
1797,5/25/2016,GRSP,SG-PD,712430,4329629
1834,5/25/2016,GRSP,SG-PD,712404,4329639
1830,5/25/2016,GRSP,SG-PD,712387,4329659
527,7/15/2014,GRSP,SG-PY,708342,4328305
1999,6/6/2016,GRSP,SG-PY,708285,4328314
1992,6/6/2016,GRSP,SG-PY,708301,4328320
2018,6/6/2016,GRSP,SG-PY,708262,4328348
2025,6/6/2016,GRSP,SG-PY,708265,4328355
1997,6/6/2016,GRSP,SG-PY,708285,4328357
4442,7/1/2019,GRSP,SG-RA,713311,4334379
4456,7/3/2019,GRSP,SG-RA,713348,4334437
2046,6/8/2016,GRSP,SG-RB,712631,4331610
484,7/5/2014,GRSP,SG-RK,711635,4329753
922,6/10/2015,GRSP,SG-RR,711646,4329264
3681,6/21/2018,GRSP,SG-RY,712286,4329746
3544,6/1/2018,GRSP,SG-RY,712169,4329804
3552,6/1/2018,GRSP,SG-RY,712169,4329804
2069,6/10/2016,GRSP,SG-RY,713172,4334349
2066,6/10/2016,GRSP,SG-RY,713129,4334364
1745,5/13/2016,GRSP,SG-RY,713157,4334382
1748,5/13/2016,GRSP,SG-RY,713157,4334382
2576,7/29/2016,GRSP,SG-RY,713158,4334392
2720,5/23/2017,GRSP,SG-WG,712292,4332271
2760,5/29/2017,GRSP,SG-WG,712372,4332324
2770,5/29/2017,GRSP,SG-WG,712412,4332330
2768,5/29/2017,GRSP,SG-WG,712379,4332336
2772,5/29/2017,GRSP,SG-WG,712400,4332341
4253,6/8/2019,GRSP,SG-WG,712195,4332538
4397,6/25/2019,GRSP,SG-WG,712237,4332557
4388,6/25/2019,GRSP,SG-WG,712241,4332570
4387,6/25/2019,GRSP,SG-WG,712247,4332575
4392,6/25/2019,GRSP,SG-WG,712230,4332575
424,6/29/2014,GRSP,SG-WK,711438,4330720
141,5/21/2014,GRSP,SG-WR,711481,4330658
440,7/1/2014,GRSP,SG-WR,711452,4330715
127,5/20/2014,GRSP,SG-WR,711450,4330846
383,6/22/2014,GRSP,SG-WY,708260,4328843
11,5/2/2014,GRSP,SG-WY,708521,4329018
131,5/20/2014,GRSP,SG-WY,708504,4329065
123,5/20/2014,GRSP,SG-WY,708505,4329075
193,5/28/2014,GRSP,SG-WY,708522,4329093
4795,6/23/2020,GRSP,SG-YD,711434,4330628
4670,5/29/2020,GRSP,SG-YD,711462,4330652
4628,5/20/2020,GRSP,SG-YD,711447,4330653
4668,5/29/2020,GRSP,SG-YD,711480,4330654
4673,5/29/2020,GRSP,SG-YD,711467,4330663
4841,7/3/2020,GRSP,SG-YD,711434,4330667
1887,5/28/2016,GRSP,SG-YO,711606,4329222
3290,8/1/2017,GRSP,SG-YO,711761,4329227
2995,6/26/2017,GRSP,SG-YO,711668,4329231
3289,8/1/2017,GRSP,SG-YO,711727,4329232
2962,6/16/2017,GRSP,SG-YO,711639,4329289
2958,6/16/2017,GRSP,SG-YO,711646,4329302
3671,6/19/2018,GRSP,SG-YO,711893,4329379
3657,6/19/2018,GRSP,SG-YO,711894,4329394
3656,6/19/2018,GRSP,SG-YO,711917,4329402
3661,6/19/2018,GRSP,SG-YO,711902,4329409
3682,6/21/2018,GRSP,SG-YO,711872,4329410
3530,6/1/2018,GRSP,SG-YO,711880,4329414
3685,6/21/2018,GRSP,SG-YO,711841,4329422
3556,6/1/2018,GRSP,SG-YO,711902,4329435
3684,6/21/2018,GRSP,SG-YO,711859,4329436
3189,7/14/2017,GRSP,SG-YO,713247,4334317
4385,6/25/2019,GRSP,SG-YP,712597,4331590
3437,5/25/2018,GRSP,SG-YR,712271,4329676
3355,5/15/2018,GRSP,SG-YR,712244,4329739
918,6/10/2015,GRSP,SG-YY,712242,4329109
4477,7/9/2019,GRSP,SG-YY,712482,4329653
4480,7/9/2019,GRSP,SG-YY,712487,4329672
1085,6/27/2015,GRSP,SK-AA,713490,4334445
3562,6/3/2018,GRSP,SK-AB,711423,4330659
2969,6/18/2017,GRSP,SK-AD,712000,4329388
1403,7/21/2015,GRSP,SK-AK,711527,4330500
573,7/22/2014,GRSP,SK-AK,711551,4330514
1886,5/28/2016,GRSP,SK-AW,711563,4329209
4115,5/20/2019,GRSP,SK-AY,711844,4329772
2262,6/25/2016,GRSP,SK-BA,711567,4329143
2520,7/26/2016,GRSP,SK-BA,711559,4329194
133,5/21/2014,GRSP,SK-BD,711618,4330961
152,5/21/2014,GRSP,SK-BD,711618,4330961
426,6/29/2014,GRSP,SK-BD,711604,4331009
188,5/28/2014,GRSP,SK-BK,712313,4330250
3307,5/10/2018,GRSP,SK-DD,708184,4328785
4936,7/23/2020,GRSP,SK-DD,708786,4328830
4938,7/23/2020,GRSP,SK-DD,708788,4328852
4984,7/30/2020,GRSP,SK-DO,708788,4328860
1110,6/29/2015,GRSP,SK-GG,707393,4327542
636,5/8/2015,GRSP,SK-GG,707374,4327597
4130,5/22/2019,GRSP,SK-GR,711172,4331140
3309,5/10/2018,GRSP,SK-GY,708484,4328831
100,5/16/2014,GRSP,SK-KA,713426,4334940
1861,5/26/2016,GRSP,SK-KB,713335,4334496
1848,5/26/2016,GRSP,SK-KB,713298,4334520
1853,5/26/2016,GRSP,SK-KB,713349,4334529
2712,5/20/2017,GRSP,SK-KD,712086,4331833
2711,5/20/2017,GRSP,SK-KD,712087,4331842
2715,5/20/2017,GRSP,SK-KD,712081,4331854
1937,6/3/2016,GRSP,SK-KD,712078,4331892
1990,6/6/2016,GRSP,SK-KD,712100,4331896
2021,6/6/2016,GRSP,SK-KD,712093,4331904
1991,6/6/2016,GRSP,SK-KD,712105,4331913
1695,5/6/2016,GRSP,SK-KD,712075,4331926
287,6/8/2014,GRSP,SK-KK,712434,4330101
173,5/28/2014,GRSP,SK-KK,712392,4330159
79,5/10/2014,GRSP,SK-KK,712371,4330182
2975,6/20/2017,GRSP,SK-KO,707131,4329991
2777,6/1/2017,GRSP,SK-KO,707141,4330005
2891,6/10/2017,GRSP,SK-KW,713646,4335239
3834,7/8/2018,GRSP,SK-KY,711421,4330539
3848,7/9/2018,GRSP,SK-KY,711410,4330546
3840,7/9/2018,GRSP,SK-KY,711413,4330560
3854,7/9/2018,GRSP,SK-KY,711384,4330560
3855,7/9/2018,GRSP,SK-KY,711397,4330570
3798,7/4/2018,GRSP,SK-KY,710869,4332070
1340,7/16/2015,GRSP,SK-KY,714014,4335518
1320,7/16/2015,GRSP,SK-KY,713979,4335542
1312,7/16/2015,GRSP,SK-KY,714069,4335550
1310,7/16/2015,GRSP,SK-KY,714057,4335585
4929,7/20/2020,GRSP,SK-OP,712840,4329411
4511,7/12/2019,GRSP,SK-OR,713625,4335186
4134,5/23/2019,GRSP,SK-OY,712614,4329476
3473,5/26/2018,GRSP,SK-PO,712317,4329591
4503,7/11/2019,GRSP,SK-PP,712163,4329366
4452,7/2/2019,GRSP,SK-RO,710808,4330245
4874,7/7/2020,GRSP,SK-RR,713335,4334392
4944,7/25/2020,GRSP,SK-RR,713339,4334398
4875,7/7/2020,GRSP,SK-RR,713340,4334407
4845,7/3/2020,GRSP,SK-RR,713163,4334413
4963,7/25/2020,GRSP,SK-RR,713342,4334416
4956,7/25/2020,GRSP,SK-RR,713330,4334425
4918,7/16/2020,GRSP,SK-RR,713251,4334468
3165,7/13/2017,GRSP,SK-VP,713260,4334421
2367,7/6/2016,GRSP,SK-WA,713585,4335615
3864,7/11/2018,GRSP,SK-WG,711147,4330949
3431,5/25/2018,GRSP,SK-WG,711243,4331974
4155,5/25/2019,GRSP,SK-WG,713491,4334254
4151,5/25/2019,GRSP,SK-WG,713490,4334503
1729,5/10/2016,GRSP,SK-WK,711026,4330777
3914,7/19/2018,GRSP,SK-WO,710339,4327985
3910,7/19/2018,GRSP,SK-WO,710327,4328009
3903,7/19/2018,GRSP,SK-WO,710338,4328035
3860,7/10/2018,GRSP,SK-WO,710392,4328038
3515,5/31/2018,GRSP,SK-WY,712055,4329268
653,5/9/2015,GRSP,SK-YB,712615,4329972
4132,5/22/2019,GRSP,SK-YG,711255,4331424
3301,5/8/2018,GRSP,SK-YK,712311,4330201
3416,5/23/2018,GRSP,SK-YK,712268,4330401
980,6/17/2015,GRSP,SK-YR,713640,4335491
4013,5/2/2019,GRSP,SK-YW,711728,4329634
4398,6/25/2019,GRSP,SK-YW,712539,4332381
4384,6/25/2019,GRSP,SK-YW,712551,4332384
4395,6/25/2019,GRSP,SK-YW,712528,4332389
4396,6/25/2019,GRSP,SK-YW,712517,4332398
4255,6/8/2019,GRSP,SK-YW,712537,4332402
3867,7/14/2018,GRSP,SK-YY,713365,4334368
3990,7/28/2018,GRSP,SK-YY,713372,4334377
3816,7/6/2018,GRSP,SK-YY,713363,4334381
3805,7/6/2018,GRSP,SK-YY,713432,4334392
3814,7/6/2018,GRSP,SK-YY,713435,4334406
3870,7/14/2018,GRSP,SK-YY,713415,4334407
3813,7/6/2018,GRSP,SK-YY,713421,4334420
3818,7/6/2018,GRSP,SK-YY,713421,4334420
3937,7/23/2018,GRSP,SK-YY,713245,4334463
3930,7/23/2018,GRSP,SK-YY,713254,4334465
3373,5/17/2018,GRSP,SK-YY,713839,4335380
3633,6/12/2018,GRSP,SK-YY,713933,4335395
3561,6/2/2018,GRSP,SK-YY,713882,4335466
3801,7/4/2018,GRSP,SK-YY,713798,4335468
3470,5/26/2018,GRSP,SK-YY,713826,4335481
3478,5/26/2018,GRSP,SK-YY,713715,4335517
4009,5/1/2019,GRSP,SK-YY,713640,4335586
4073,5/17/2019,GRSP,SK-YY,713721,4335623
727,5/18/2015,GRSP,SO-AO,710752,4331185
109,5/17/2014,GRSP,SO-BB,711188,4330549
3374,5/17/2018,GRSP,SO-BR,713839,4335380
4819,6/25/2020,GRSP,SO-BY,713669,4335036
5001,7/31/2020,GRSP,SO-BY,713662,4335043
5000,7/31/2020,GRSP,SO-BY,713662,4335050
4997,7/31/2020,GRSP,SO-BY,713657,4335065
4399,6/25/2019,GRSP,SO-DA,712597,4331590
4367,6/24/2019,GRSP,SO-DB,711461,4330664
4376,6/24/2019,GRSP,SO-DB,711441,4330673
4377,6/24/2019,GRSP,SO-DB,711462,4330684
4431,6/29/2019,GRSP,SO-DO,711751,4329721
4433,6/29/2019,GRSP,SO-DO,711756,4329733
4427,6/29/2019,GRSP,SO-DO,711796,4329737
1470,7/22/2015,GRSP,SO-DO,710752,4331005
3376,5/17/2018,GRSP,SO-DR,713654,4335485
7,5/2/2014,GRSP,SO-GA,708374,4328935
15,5/3/2014,GRSP,SO-GD,712386,4332268
4014,5/2/2019,GRSP,SO-GG,712656,4332536
4052,5/14/2019,GRSP,SO-GG,712698,4332542
1004,6/21/2015,GRSP,SO-GK,711690,4328725
1670,8/17/2015,GRSP,SO-GK,711721,4328741
1671,8/17/2015,GRSP,SO-GK,711689,4328752
1669,8/17/2015,GRSP,SO-GK,711705,4328768
950,6/13/2015,GRSP,SO-GK,711680,4329730
4899,7/10/2020,GRSP,SO-GO,711012,4330704
4902,7/10/2020,GRSP,SO-GO,711000,4330727
4895,7/10/2020,GRSP,SO-GO,711016,4330736
4846,7/3/2020,GRSP,SO-GO,711115,4330810
4706,6/4/2020,GRSP,SO-GO,711099,4330862
4891,7/9/2020,GRSP,SO-GO,711120,4330864
4796,6/23/2020,GRSP,SO-GO,711130,4330874
4843,7/3/2020,GRSP,SO-GR,711091,4330824
575,7/22/2014,GRSP,SO-KG,713673,4335143
544,7/17/2014,GRSP,SO-KG,713693,4335145
4159,5/28/2019,GRSP,SO-KK,710018,4329089
36,5/9/2014,GRSP,SO-KR,712564,4329406
72,5/9/2014,GRSP,SO-KR,712564,4329406
219,5/31/2014,GRSP,SO-KR,712544,4329425
40,5/9/2014,GRSP,SO-KW,712511,4329266
162,5/26/2014,GRSP,SO-KW,712511,4329266
210,5/30/2014,GRSP,SO-KW,712464,4329313
288,6/8/2014,GRSP,SO-KW,712514,4329318
2629,5/6/2017,GRSP,SO-KW,712432,4332559
2625,5/6/2017,GRSP,SO-KW,712453,4332565
2628,5/6/2017,GRSP,SO-KW,712430,4332575
622,5/2/2015,GRSP,SO-KY,712505,4329555
659,5/9/2015,GRSP,SO-OD,712144,4330190
665,5/9/2015,GRSP,SO-OD,712144,4330190
4518,7/12/2019,GRSP,SO-OG,713634,4335055
4441,7/1/2019,GRSP,SO-OO,713146,4334434
4631,5/20/2020,GRSP,SO-OP,711458,4330748
516,7/13/2014,GRSP,SO-OW,711623,4329663
569,7/21/2014,GRSP,SO-OW,711603,4329841
4857,7/6/2020,GRSP,SO-OY,712345,4329585
4776,6/18/2020,GRSP,SO-OY,712489,4329591
4765,6/18/2020,GRSP,SO-OY,712483,4329595
4781,6/18/2020,GRSP,SO-OY,712494,4329604
4712,6/8/2020,GRSP,SO-OY,712472,4329620
4144,5/23/2019,GRSP,SO-OY,712393,4329687
2047,6/8/2016,GRSP,SO-PD,708467,4328242
526,7/15/2014,GRSP,SO-PK,708472,4328262
1218,7/7/2015,GRSP,SO-PR,710903,4330589
1133,7/1/2015,GRSP,SO-PR,710869,4330599
1229,7/7/2015,GRSP,SO-PR,710855,4330605
1213,7/7/2015,GRSP,SO-PR,710819,4330641
1687,5/6/2016,GRSP,SO-RG,712112,4331999
4915,7/15/2020,GRSP,SO-WP,710411,4328041
116,5/18/2014,GRSP,SO-WY,711391,4330609
106,5/17/2014,GRSP,SO-WY,711354,4330615
422,6/29/2014,GRSP,SO-WY,711420,4330632
1411,7/21/2015,GRSP,SO-WY,711400,4330679
118,5/19/2014,GRSP,SO-WY,711349,4330681
1435,7/21/2015,GRSP,SO-WY,711414,4330726
1677,4/25/2016,GRSP,SO-WY,711385,4330752
1702,5/7/2016,GRSP,SO-WY,711439,4330753
1703,5/7/2016,GRSP,SO-WY,711439,4330753
3080,7/5/2017,GRSP,SO-XX,711666,4329241
3866,7/13/2018,GRSP,SO-YG,709576,4331450
3827,7/7/2018,GRSP,SO-YG,709517,4331541
3825,7/7/2018,GRSP,SO-YG,709541,4331554
3923,7/20/2018,GRSP,SO-YG,709543,4331554
