,date,species,bands,sx,sy
2158,6/20/2016,GRSP,GY-OS,713361,4334480
2187,6/20/2016,GRSP,GY-OS,713325,4334488
1657,8/10/2015,GRSP,GY-OS,713283,4334490
2314,6/30/2016,GRSP,GY-OS,713368,4334494
2307,6/30/2016,GRSP,GY-OS,713368,4334500
1465,7/22/2015,GRSP,GY-OS,713231,4334504
2850,6/6/2017,GRSP,GY-OS,713296,4334504
2835,6/6/2017,GRSP,GY-OS,713284,4334510
2849,6/6/2017,GRSP,GY-OS,713311,4334510
1475,7/24/2015,GRSP,GY-OS,713207,4334532
1301,7/15/2015,GRSP,GY-OS,713246,4334542
1649,8/8/2015,GRSP,GY-OS,713220,4334642
1624,8/6/2015,GRSP,GY-OS,713235,4334723
1699,5/6/2016,GRSP,GY-PS,712075,4331926
776,5/25/2015,GRSP,GY-RS,711499,4330743
2882,6/9/2017,GRSP,GY-SA,711882,4329795
2797,6/2/2017,GRSP,GY-SA,712347,4332561
2800,6/2/2017,GRSP,GY-SA,712349,4332568
2806,6/2/2017,GRSP,GY-SA,712349,4332568
1185,7/5/2015,GRSP,GY-SA,713636,4335221
3886,7/16/2018,GRSP,GY-SD,712356,4329360
3877,7/16/2018,GRSP,GY-SD,712342,4329364
3875,7/16/2018,GRSP,GY-SD,712325,4329367
3679,6/21/2018,GRSP,GY-SD,712749,4329439
3263,7/24/2017,GRSP,GY-SD,712563,4329441
3690,6/21/2018,GRSP,GY-SD,712776,4329452
3680,6/21/2018,GRSP,GY-SD,712758,4329460
3683,6/21/2018,GRSP,GY-SD,712764,4329470
3676,6/21/2018,GRSP,GY-SD,712739,4329477
3442,5/25/2018,GRSP,GY-SD,712672,4329493
3429,5/25/2018,GRSP,GY-SD,712645,4329505
3436,5/25/2018,GRSP,GY-SD,712660,4329505
3441,5/25/2018,GRSP,GY-SD,712675,4329528
3526,6/1/2018,GRSP,GY-SD,712557,4329976
3529,6/1/2018,GRSP,GY-SD,712557,4329976
3330,5/14/2018,GRSP,GY-SG,711340,4328688
1161,7/3/2015,GRSP,GY-SG,712483,4328898
1771,5/19/2016,GRSP,GY-SG,712476,4329353
910,6/9/2015,GRSP,GY-SG,712381,4329364
2296,6/27/2016,GRSP,GY-SG,712381,4329380
2293,6/27/2016,GRSP,GY-SG,712413,4329398
1327,7/16/2015,GRSP,GY-SG,712366,4329400
2290,6/27/2016,GRSP,GY-SG,712409,4329424
3776,6/28/2018,GRSP,GY-SO,712769,4329503
3777,6/28/2018,GRSP,GY-SO,712769,4329503
4736,6/13/2020,GRSP,GY-SO,712581,4331671
2664,5/9/2017,GRSP,GY-SV,711296,4330559
2193,6/20/2016,GRSP,GY-SY,712011,4329841
2180,6/20/2016,GRSP,GY-SY,712036,4329846
2160,6/20/2016,GRSP,GY-SY,712016,4329857
1420,7/21/2015,GRSP,GY-SY,708076,4331622
994,6/19/2015,GRSP,GY-SY,708104,4331643
2807,6/3/2017,GRSP,GY-VS,711897,4329756
2813,6/3/2017,GRSP,GY-VS,711877,4329772
2820,6/3/2017,GRSP,GY-VS,711864,4329785
2812,6/3/2017,GRSP,GY-VS,711897,4329794
2618,5/5/2017,GRSP,GY-VS,711886,4329816
3415,5/23/2018,GRSP,GY-YS,711915,4329787
3425,5/23/2018,GRSP,GY-YS,711900,4329789
3673,6/19/2018,GRSP,GY-YS,711928,4329792
4760,6/16/2020,GRSP,GY-YS,711898,4329795
4762,6/16/2020,GRSP,GY-YS,711910,4329796
3662,6/19/2018,GRSP,GY-YS,711914,4329800
4759,6/16/2020,GRSP,GY-YS,711895,4329800
3665,6/19/2018,GRSP,GY-YS,711913,4329821
2029,6/7/2016,GRSP,GY-YS,711962,4329980
550,7/17/2014,GRSP,KA-BS,713713,4335386
406,6/26/2014,GRSP,KA-DS,712435,4328838
4340,6/17/2019,GRSP,KA-GS,713333,4334432
4444,7/1/2019,GRSP,KA-GS,713346,4334435
4329,6/17/2019,GRSP,KA-GS,713326,4334450
4331,6/17/2019,GRSP,KA-GS,713353,4334481
4183,5/30/2019,GRSP,KA-GS,713336,4334493
4553,7/18/2019,GRSP,KA-GS,713320,4334495
4556,7/18/2019,GRSP,KA-GS,713320,4334495
4557,7/18/2019,GRSP,KA-GS,713320,4334495
4333,6/17/2019,GRSP,KA-GS,713318,4334511
158,5/25/2014,GRSP,KA-OS,712151,4329582
4884,7/8/2020,GRSP,KA-RS,713738,4335201
3921,7/20/2018,GRSP,KA-SA,713547,4335216
3918,7/20/2018,GRSP,KA-SB,713340,4334436
631,5/2/2015,GRSP,KA-SO,712422,4330101
639,5/9/2015,GRSP,KA-SO,712422,4330101
523,7/14/2014,GRSP,KB-DS,713019,4334720
3913,7/19/2018,GRSP,KB-SA,713487,4335489
629,5/2/2015,GRSP,KB-SP,712310,4330108
661,5/9/2015,GRSP,KB-SP,712310,4330108
801,5/27/2015,GRSP,KB-SP,712282,4330126
359,6/16/2014,GRSP,KB-SW,713637,4335302
265,6/4/2014,GRSP,KB-SW,713691,4335492
2774,6/1/2017,GRSP,KB-WS,707125,4330121
437,7/1/2014,GRSP,KD-DS,711452,4330715
3865,7/11/2018,GRSP,KD-GS,711271,4331769
3746,6/27/2018,GRSP,KD-GS,711273,4331772
3751,6/27/2018,GRSP,KD-GS,711336,4331798
3649,6/18/2018,GRSP,KD-GS,711265,4331815
3927,7/23/2018,GRSP,KD-GS,711304,4331819
3466,5/25/2018,GRSP,KD-GS,711205,4331838
3926,7/23/2018,GRSP,KD-GS,711271,4331857
3932,7/23/2018,GRSP,KD-GS,711296,4331861
1158,7/3/2015,GRSP,KD-KS,713712,4335203
794,5/27/2015,GRSP,KD-KS,713791,4335296
894,6/8/2015,GRSP,KD-KS,713751,4335296
896,6/8/2015,GRSP,KD-KS,713768,4335308
547,7/17/2014,GRSP,KD-KS,713741,4335357
1637,8/7/2015,GRSP,KD-SD,713774,4335273
884,6/8/2015,GRSP,KD-SD,713509,4335326
1344,7/16/2015,GRSP,KD-SD,713529,4335353
906,6/8/2015,GRSP,KD-SD,713544,4335357
1317,7/16/2015,GRSP,KD-SD,713560,4335362
721,5/17/2015,GRSP,KD-SD,713588,4335383
1318,7/16/2015,GRSP,KD-SD,713505,4335389
1341,7/16/2015,GRSP,KD-SD,713537,4335391
1076,6/27/2015,GRSP,KD-SD,713577,4335406
1314,7/16/2015,GRSP,KD-SD,713505,4335408
1515,7/25/2015,GRSP,KD-SD,713537,4335418
1354,7/17/2015,GRSP,KD-SY,713447,4334165
1361,7/17/2015,GRSP,KD-SY,713399,4334182
849,6/2/2015,GRSP,KD-SY,713466,4334194
1373,7/17/2015,GRSP,KD-SY,713400,4334198
333,6/13/2014,GRSP,KD-SY,713436,4334289
309,6/10/2014,GRSP,KD-SY,713394,4334311
4192,6/1/2019,GRSP,KD-WS,712005,4329306
5012,8/1/2020,GRSP,KD-WS,711650,4330017
4986,7/30/2020,GRSP,KD-WS,711583,4330039
4988,7/30/2020,GRSP,KD-WS,711589,4330041
4981,7/30/2020,GRSP,KD-WS,711599,4330051
401,6/24/2014,GRSP,KG-DS,711930,4329870
2253,6/24/2016,GRSP,KG-GS,711422,4330536
1392,7/17/2015,GRSP,KG-KS,711105,4330838
757,5/21/2015,GRSP,KG-KS,711099,4330849
213,5/30/2014,GRSP,KG-OS,712318,4330091
800,5/27/2015,GRSP,KG-PS,711703,4329703
641,5/9/2015,GRSP,KG-PS,712686,4330321
666,5/9/2015,GRSP,KG-PS,712686,4330321
4062,5/15/2019,GRSP,KG-SB,707941,4327095
4068,5/15/2019,GRSP,KG-SB,707621,4327095
4058,5/15/2019,GRSP,KG-SB,707620,4327410
4021,5/4/2019,GRSP,KG-SB,712454,4329972
4570,7/24/2019,GRSP,KG-SD,710972,4329395
3878,7/16/2018,GRSP,KG-SK,713557,4335553
98,5/16/2014,GRSP,KG-SR,711562,4330755
746,5/21/2015,GRSP,KG-SY,711051,4330652
1426,7/21/2015,GRSP,KG-SY,711044,4330704
1409,7/21/2015,GRSP,KG-SY,711036,4330714
1428,7/21/2015,GRSP,KG-SY,711011,4330719
1418,7/21/2015,GRSP,KG-SY,711028,4330732
513,7/12/2014,GRSP,KK-DS,712489,4328898
375,6/20/2014,GRSP,KK-DS,712347,4330211
835,6/1/2015,GRSP,KK-GS,712620,4329209
2404,7/9/2016,GRSP,KK-OS,711145,4330934
2402,7/9/2016,GRSP,KK-OS,711162,4330970
817,5/31/2015,GRSP,KK-OS,711634,4331040
2406,7/9/2016,GRSP,KK-OS,711185,4331047
3333,5/14/2018,GRSP,KK-PS,712561,4329489
3347,5/14/2018,GRSP,KK-PS,712249,4329804
3346,5/14/2018,GRSP,KK-PS,712564,4329807
3353,5/14/2018,GRSP,KK-PS,712132,4330247
3610,6/11/2018,GRSP,KK-PS,711442,4330629
3456,5/25/2018,GRSP,KK-PS,711453,4330638
3604,6/11/2018,GRSP,KK-PS,711451,4330642
3455,5/25/2018,GRSP,KK-PS,711460,4330645
3328,5/12/2018,GRSP,KK-PS,711439,4330647
3617,6/11/2018,GRSP,KK-PS,711407,4330650
3574,6/4/2018,GRSP,KK-PS,711423,4330659
3446,5/25/2018,GRSP,KK-PS,711463,4330668
2339,7/4/2016,GRSP,KK-SA,711530,4328966
3211,7/17/2017,GRSP,KK-SAx,712648,4331623
2523,7/26/2016,GRSP,KK-SB,713517,4335329
1764,5/18/2016,GRSP,KK-SD,709690,4328598
2002,6/6/2016,GRSP,KK-SD,711987,4330199
2014,6/6/2016,GRSP,KK-SD,711991,4330233
1240,7/8/2015,GRSP,KK-SD,711997,4330242
2009,6/6/2016,GRSP,KK-SD,711969,4330245
1635,8/7/2015,GRSP,KK-SD,711969,4330249
4685,5/30/2020,GRSP,KK-SG,713015,4334320
4137,5/23/2019,GRSP,KK-SK,712267,4329666
4019,5/4/2019,GRSP,KK-SK,712256,4329689
750,5/21/2015,GRSP,KK-SO,711130,4330568
2302,6/28/2016,GRSP,KK-SR,711762,4329222
3550,6/1/2018,GRSP,KK-SW,711527,4328843
3523,6/1/2018,GRSP,KK-SW,711532,4328872
3950,7/24/2018,GRSP,KK-SW,711500,4328883
3955,7/24/2018,GRSP,KK-SW,711499,4328884
3957,7/24/2018,GRSP,KK-SW,711499,4328884
2291,6/27/2016,GRSP,KK-SW,711516,4329186
2271,6/27/2016,GRSP,KK-SW,711526,4329190
2273,6/27/2016,GRSP,KK-SW,711557,4329211
2537,7/26/2016,GRSP,KK-SW,711587,4329216
2455,7/18/2016,GRSP,KK-SW,711609,4329221
1888,5/28/2016,GRSP,KK-SW,711606,4329222
2445,7/18/2016,GRSP,KK-SW,711587,4329224
2453,7/18/2016,GRSP,KK-SW,711603,4329229
2514,7/26/2016,GRSP,KK-SW,711593,4329232
2521,7/26/2016,GRSP,KK-SW,711603,4329233
923,6/10/2015,GRSP,KK-SW,711646,4329264
3885,7/16/2018,GRSP,KK-SW,711504,4329295
3888,7/16/2018,GRSP,KK-SW,711504,4329295
23,5/9/2014,GRSP,KK-YS,712389,4329106
71,5/9/2014,GRSP,KK-YS,712389,4329106
475,7/3/2014,GRSP,KO-DS,712000,4329027
942,6/12/2015,GRSP,KO-GS,712450,4329171
941,6/12/2015,GRSP,KO-GS,712437,4329175
841,6/1/2015,GRSP,KO-GS,712535,4329203
3009,6/26/2017,GRSP,KO-OS,708797,4329197
3007,6/26/2017,GRSP,KO-OS,711734,4329230
1208,7/6/2015,GRSP,KO-OS,711791,4330151
1143,7/2/2015,GRSP,KO-OS,711819,4330178
4911,7/14/2020,GRSP,KO-PS,712236,4330110
4166,5/29/2019,GRSP,KO-SD,709667,4328653
4179,5/29/2019,GRSP,KO-SD,709980,4328658
4164,5/29/2019,GRSP,KO-SD,709667,4328953
3299,5/8/2018,GRSP,KO-SD,712437,4330051
3500,5/29/2018,GRSP,KO-SD,712424,4330077
3505,5/29/2018,GRSP,KO-SD,712470,4330090
3504,5/29/2018,GRSP,KO-SD,712426,4330099
3635,6/12/2018,GRSP,KO-SD,712553,4330143
4594,4/25/2020,GRSP,KO-SD,712529,4330169
4582,4/25/2020,GRSP,KO-SD,712531,4330179
4114,5/18/2019,GRSP,KO-SD,713843,4335296
4101,5/18/2019,GRSP,KO-SD,713847,4335612
4108,5/18/2019,GRSP,KO-SD,713529,4335618
3336,5/14/2018,GRSP,KO-SG,711415,4328661
3262,7/24/2017,GRSP,KO-SK,712471,4329604
4840,7/3/2020,GRSP,KO-SO,713163,4334413
4010,5/1/2019,GRSP,KO-SR,713617,4335425
4077,5/17/2019,GRSP,KO-SR,713604,4335448
4562,7/22/2019,GRSP,KO-SR,713550,4335495
3020,6/27/2017,GRSP,KO-SY,713209,4334440
4889,7/8/2020,GRSP,KO-WS,713562,4335076
4990,7/31/2020,GRSP,KO-WS,713559,4335077
4996,7/31/2020,GRSP,KO-WS,713561,4335088
4994,7/31/2020,GRSP,KO-WS,713552,4335092
3337,5/14/2018,GRSP,KO-YS,708381,4328928
2400,7/9/2016,GRSP,KO-YS,710880,4331783
2408,7/9/2016,GRSP,KO-YS,710880,4331783
2399,7/9/2016,GRSP,KO-YS,710906,4331794
4517,7/12/2019,GRSP,KO-YS,713647,4334994
358,6/16/2014,GRSP,KP-BS,713220,4334412
458,7/2/2014,GRSP,KP-DS,708426,4329407
1436,7/21/2015,GRSP,KP-GS,712363,4328941
1417,7/21/2015,GRSP,KP-GS,712374,4328951
1452,7/21/2015,GRSP,KP-GS,712377,4328956
947,6/12/2015,GRSP,KP-GS,712568,4329265
933,6/12/2015,GRSP,KP-GS,712566,4329292
3667,6/19/2018,GRSP,KP-KS,712379,4328948
831,6/1/2015,GRSP,KP-OS,711482,4330167
336,6/13/2014,GRSP,KP-RS,711552,4330226
337,6/13/2014,GRSP,KP-RS,711561,4330237
4036,5/11/2019,GRSP,KP-SY,711953,4329246
616,8/2/2014,GRSP,KR-DS,711534,4330128
4502,7/11/2019,GRSP,KR-GS,711471,4329109
4389,6/25/2019,GRSP,KR-GS,712446,4332554
1916,6/2/2016,GRSP,KR-RS,712566,4330040
2529,7/26/2016,GRSP,KR-RS,712513,4330078
2518,7/26/2016,GRSP,KR-RS,712552,4330104
2525,7/26/2016,GRSP,KR-RS,712532,4330125
4598,4/28/2020,GRSP,KR-SD,712403,4329992
225,5/31/2014,GRSP,KR-SK,712712,4332290
1787,5/23/2016,GRSP,KR-SK,712741,4332428
1788,5/23/2016,GRSP,KR-SK,712721,4332430
3200,7/15/2017,GRSP,KR-SO,713809,4335501
3334,5/14/2018,GRSP,KR-SP,711145,4328257
3352,5/14/2018,GRSP,KR-SP,711464,4328263
3350,5/14/2018,GRSP,KR-SP,711142,4328577
3340,5/14/2018,GRSP,KR-SP,712565,4330144
3341,5/14/2018,GRSP,KR-SP,712404,4330413
3964,7/25/2018,GRSP,KR-SP,711575,4330919
3972,7/25/2018,GRSP,KR-SP,711562,4330929
3968,7/25/2018,GRSP,KR-SP,711566,4330978
3708,6/22/2018,GRSP,KR-SP,711599,4331009
3717,6/22/2018,GRSP,KR-SP,711567,4331022
3703,6/22/2018,GRSP,KR-SP,711593,4331046
3162,7/13/2017,GRSP,KR-SP,712314,4331990
651,5/9/2015,GRSP,KR-SR,712773,4330355
662,5/9/2015,GRSP,KR-SR,712773,4330355
4120,5/20/2019,GRSP,KR-SW,711597,4329276
4534,7/13/2019,GRSP,KR-SW,711375,4329285
4532,7/13/2019,GRSP,KR-SW,711351,4329305
4520,7/13/2019,GRSP,KR-SW,711370,4329320
4976,7/29/2020,GRSP,KR-SW,711646,4329578
4654,5/25/2020,GRSP,KR-SW,711509,4329598
4655,5/25/2020,GRSP,KR-SW,711516,4329599
4785,6/18/2020,GRSP,KR-SW,711627,4329683
4580,4/21/2020,GRSP,KR-SW,711700,4329777
3517,5/31/2018,GRSP,KR-SY,709516,4327943
3723,6/23/2018,GRSP,KR-SY,709453,4327988
3725,6/23/2018,GRSP,KR-SY,709453,4327989
3005,6/26/2017,GRSP,KR-VS,711060,4328753
3001,6/26/2017,GRSP,KR-VS,712317,4329126
2998,6/26/2017,GRSP,KR-VS,712467,4329170
3010,6/26/2017,GRSP,KR-VS,712048,4329241
2992,6/26/2017,GRSP,KR-VS,712236,4329275
3003,6/26/2017,GRSP,KR-VS,712376,4329384
2610,5/4/2017,GRSP,KR-VS,712732,4330325
3008,6/26/2017,GRSP,KR-VS,712765,4330336
806,5/29/2015,GRSP,KR-WS,713112,4334378
1379,7/17/2015,GRSP,KR-WS,713612,4334403
682,5/11/2015,GRSP,KR-WS,713227,4334505
685,5/11/2015,GRSP,KR-WS,713227,4334505
4443,7/1/2019,GRSP,KS-AA,713149,4334415
4804,6/24/2020,GRSP,KS-BO,711103,4328404
4732,6/12/2020,GRSP,KS-DG,713797,4335235
4866,7/6/2020,GRSP,KS-DG,713754,4335260
4861,7/6/2020,GRSP,KS-DG,713773,4335268
4727,6/12/2020,GRSP,KS-DG,713789,4335271
4851,7/6/2020,GRSP,KS-DG,713775,4335271
4961,7/25/2020,GRSP,KS-DG,713805,4335275
4948,7/25/2020,GRSP,KS-DG,713810,4335283
4945,7/25/2020,GRSP,KS-DG,713812,4335295
4728,6/12/2020,GRSP,KS-DG,713779,4335310
4696,6/2/2020,GRSP,KS-DG,713787,4335321
4873,7/7/2020,GRSP,KS-DO,712810,4330520
4893,7/9/2020,GRSP,KS-GB,711252,4331642
4930,7/20/2020,GRSP,KS-GB,710807,4332037
4925,7/20/2020,GRSP,KS-GB,710838,4332042
4927,7/20/2020,GRSP,KS-GB,710845,4332089
4719,6/9/2020,GRSP,KS-GD,710651,4328599
4198,6/4/2019,GRSP,KS-GG,711424,4330714
4070,5/15/2019,GRSP,KS-GG,711578,4331026
4955,7/25/2020,GRSP,KS-GR,713837,4335366
4952,7/25/2020,GRSP,KS-GR,713853,4335369
4950,7/25/2020,GRSP,KS-GR,713867,4335372
4698,6/2/2020,GRSP,KS-GR,713790,4335420
4863,7/6/2020,GRSP,KS-GR,713778,4335441
4854,7/6/2020,GRSP,KS-GR,713786,4335463
4858,7/6/2020,GRSP,KS-GR,713771,4335472
2276,6/27/2016,GRSP,KS-GY,712156,4328640
2258,6/25/2016,GRSP,KS-GY,712172,4328691
1405,7/21/2015,GRSP,KS-KD,712150,4330091
1433,7/21/2015,GRSP,KS-KD,712169,4330094
1453,7/21/2015,GRSP,KS-KD,712231,4330112
654,5/9/2015,GRSP,KS-KD,712562,4330364
663,5/9/2015,GRSP,KS-KD,712562,4330364
2299,6/27/2016,GRSP,KS-KG,712669,4329513
2287,6/27/2016,GRSP,KS-KG,712691,4329534
2275,6/27/2016,GRSP,KS-KG,712716,4329536
2300,6/27/2016,GRSP,KS-KG,712671,4329549
1811,5/25/2016,GRSP,KS-KG,712722,4329591
2176,6/20/2016,GRSP,KS-KG,712741,4329610
1812,5/25/2016,GRSP,KS-KG,712737,4329621
2167,6/20/2016,GRSP,KS-KG,712700,4329632
2174,6/20/2016,GRSP,KS-KG,712721,4329632
1831,5/25/2016,GRSP,KS-KG,712698,4329655
863,6/3/2015,GRSP,KS-KK,709957,4329096
2288,6/27/2016,GRSP,KS-KP,711489,4328816
2274,6/27/2016,GRSP,KS-KP,711477,4328850
2285,6/27/2016,GRSP,KS-KP,711512,4328862
782,5/25/2015,GRSP,KS-KP,711409,4330725
1173,7/3/2015,GRSP,KS-KP,711455,4330866
2265,6/25/2016,GRSP,KS-KPx,711474,4328826
1367,7/17/2015,GRSP,KS-OK,713543,4334162
1391,7/17/2015,GRSP,KS-OK,713507,4334162
672,5/10/2015,GRSP,KS-OK,713512,4334205
692,5/11/2015,GRSP,KS-OK,713512,4334205
1101,6/29/2015,GRSP,KS-OK,713496,4334228
807,5/29/2015,GRSP,KS-OK,713540,4334294
4123,5/20/2019,GRSP,KS-OR,711741,4329792
4266,6/10/2019,GRSP,KS-OR,711531,4329801
4263,6/10/2019,GRSP,KS-OR,711529,4329811
4766,6/18/2020,GRSP,KS-OW,712668,4330548
3982,7/27/2018,GRSP,KS-OY,711093,4329110
1245,7/8/2015,GRSP,KS-PG,712093,4330249
1956,6/4/2016,GRSP,KS-PG,712108,4330559
1980,6/4/2016,GRSP,KS-PG,712104,4330570
1942,6/4/2016,GRSP,KS-PG,712084,4330576
1954,6/4/2016,GRSP,KS-PG,712179,4330627
1975,6/4/2016,GRSP,KS-PG,712188,4330647
3231,7/19/2017,GRSP,KS-PW,713475,4334489
3155,7/12/2017,GRSP,KS-PW,713425,4334490
3233,7/19/2017,GRSP,KS-PW,713478,4334493
3229,7/19/2017,GRSP,KS-PW,713457,4334494
3279,7/31/2017,GRSP,KS-PW,713476,4334500
3237,7/19/2017,GRSP,KS-PW,713510,4334520
4277,6/11/2019,GRSP,KS-RD,711475,4328688
4316,6/15/2019,GRSP,KS-RD,711521,4328817
4318,6/15/2019,GRSP,KS-RD,711495,4328831
4319,6/15/2019,GRSP,KS-RD,711528,4328840
3795,7/4/2018,GRSP,KS-RG,710881,4332056
4425,6/28/2019,GRSP,KS-RG,713184,4334294
4419,6/28/2019,GRSP,KS-RG,713843,4335296
4422,6/28/2019,GRSP,KS-RG,713526,4335299
4853,7/6/2020,GRSP,KS-RK,713672,4335085
4860,7/6/2020,GRSP,KS-RK,713684,4335086
4849,7/6/2020,GRSP,KS-RK,713673,4335095
4824,6/25/2020,GRSP,KS-RK,713669,4335125
3540,6/1/2018,GRSP,KS-RO,712199,4329330
3535,6/1/2018,GRSP,KS-RO,712119,4329348
3537,6/1/2018,GRSP,KS-RO,712119,4329348
3545,6/1/2018,GRSP,KS-RO,712194,4329366
3856,7/9/2018,GRSP,KS-RO,712023,4329366
3687,6/21/2018,GRSP,KS-RO,712076,4329372
3847,7/9/2018,GRSP,KS-RO,712098,4329381
3841,7/9/2018,GRSP,KS-RO,712018,4329401
3693,6/21/2018,GRSP,KS-RO,712049,4329445
3686,6/21/2018,GRSP,KS-RO,712075,4329480
3258,7/24/2017,GRSP,KS-RO,712471,4329604
3754,6/28/2018,GRSP,KS-RY,712058,4329475
3753,6/28/2018,GRSP,KS-RY,712055,4329484
850,6/2/2015,GRSP,KS-WK,713349,4334193
734,5/19/2015,GRSP,KS-WK,713345,4334216
681,5/11/2015,GRSP,KS-WK,713324,4334230
689,5/11/2015,GRSP,KS-WK,713324,4334230
1114,6/29/2015,GRSP,KS-WK,713338,4334241
890,6/8/2015,GRSP,KS-WK,713348,4334253
979,6/17/2015,GRSP,KS-WK,713156,4334390
2382,7/8/2016,GRSP,KS-WP,713383,4334485
2333,7/1/2016,GRSP,KS-WP,713425,4334533
2330,7/1/2016,GRSP,KS-WP,713418,4334554
2325,7/1/2016,GRSP,KS-WP,713444,4334565
901,6/8/2015,GRSP,KS-YB,708506,4328235
4695,6/2/2020,GRSP,KS-YO,713819,4335309
4962,7/25/2020,GRSP,KS-YO,713858,4335325
4959,7/25/2020,GRSP,KS-YO,713825,4335336
4951,7/25/2020,GRSP,KS-YO,713853,4335340
4816,6/25/2020,GRSP,KS-YO,713877,4335351
4859,7/6/2020,GRSP,KS-YP,713889,4335333
4855,7/6/2020,GRSP,KS-YP,713842,4335355
4865,7/6/2020,GRSP,KS-YP,713834,4335359
931,6/12/2015,GRSP,KS-YR,712761,4330059
4185,5/30/2019,GRSP,KS-YY,713523,4334546
474,7/3/2014,GRSP,KW-DS,712000,4329027
2027,6/7/2016,GRSP,KW-KS,711304,4331378
1666,8/14/2015,GRSP,KW-OS,708262,4328779
489,7/7/2014,GRSP,KW-OS,708338,4328814
1280,7/13/2015,GRSP,KW-OS,708516,4328862
1290,7/13/2015,GRSP,KW-OS,708488,4328877
10,5/2/2014,GRSP,KW-OS,708227,4328899
1463,7/22/2015,GRSP,KW-OS,708548,4328907
1461,7/22/2015,GRSP,KW-OS,708539,4328913
1457,7/22/2015,GRSP,KW-OS,708532,4328927
1590,7/31/2015,GRSP,KW-OS,708550,4329035
486,7/7/2014,GRSP,KW-OS,708509,4329282
865,6/3/2015,GRSP,KW-PS,712266,4329930
1579,7/30/2015,GRSP,KW-PS,711540,4330295
1587,7/30/2015,GRSP,KW-PS,711548,4330300
1588,7/30/2015,GRSP,KW-PS,711547,4330316
221,5/31/2014,GRSP,KW-PS,711158,4330574
271,6/6/2014,GRSP,KW-SD,708416,4328682
317,6/11/2014,GRSP,KW-SD,708412,4328704
328,6/11/2014,GRSP,KW-SD,708497,4328771
2593,4/21/2017,GRSP,KW-SD,711214,4330505
2594,4/21/2017,GRSP,KW-SD,711191,4330522
2597,4/21/2017,GRSP,KW-SD,711206,4330530
3024,6/27/2017,GRSP,KW-SD,712502,4332394
3105,7/8/2017,GRSP,KW-SD,712418,4332581
3107,7/8/2017,GRSP,KW-SD,712429,4332581
3101,7/8/2017,GRSP,KW-SD,712396,4332593
3028,6/27/2017,GRSP,KW-SD,712611,4332654
2855,6/7/2017,GRSP,KW-SO,712288,4332455
2773,5/29/2017,GRSP,KW-SO,712490,4332570
2769,5/29/2017,GRSP,KW-SO,712457,4332580
2762,5/29/2017,GRSP,KW-SO,712477,4332581
2761,5/29/2017,GRSP,KW-SO,712453,4332605
2077,6/11/2016,GRSP,KW-SO,712459,4332606
2496,7/19/2016,GRSP,KW-SO,712413,4332608
2461,7/19/2016,GRSP,KW-SO,712472,4332616
2471,7/19/2016,GRSP,KW-SO,712442,4332619
3083,7/6/2017,GRSP,KW-SO,712421,4332620
2467,7/19/2016,GRSP,KW-SO,712447,4332645
2472,7/19/2016,GRSP,KW-SO,712466,4332652
3404,5/22/2018,GRSP,KW-SP,710597,4331423
3398,5/22/2018,GRSP,KW-SP,710603,4331427
3401,5/22/2018,GRSP,KW-SP,710613,4331440
3255,7/22/2017,GRSP,KW-SP,713581,4335109
137,5/21/2014,GRSP,KW-WS,711482,4330840
150,5/21/2014,GRSP,KW-WS,711482,4330840
3803,7/6/2018,GRSP,KY-AS,713338,4334457
3811,7/6/2018,GRSP,KY-AS,713346,4334476
3807,7/6/2018,GRSP,KY-AS,713300,4334477
3808,7/6/2018,GRSP,KY-AS,713295,4334498
3804,7/6/2018,GRSP,KY-AS,713335,4334505
3371,5/17/2018,GRSP,KY-AS,713423,4334506
3812,7/6/2018,GRSP,KY-AS,713315,4334509
3494,5/26/2018,GRSP,KY-AS,713473,4334518
3487,5/26/2018,GRSP,KY-AS,713555,4334541
4235,6/7/2019,GRSP,KY-AS,713495,4334549
4227,6/7/2019,GRSP,KY-AS,713496,4334553
3481,5/26/2018,GRSP,KY-AS,713492,4334561
3490,5/26/2018,GRSP,KY-AS,713500,4334571
3486,5/26/2018,GRSP,KY-AS,713407,4334600
3482,5/26/2018,GRSP,KY-AS,713545,4334603
354,6/16/2014,GRSP,KY-BS,711542,4330933
376,6/20/2014,GRSP,KY-BS,711542,4330933
837,6/1/2015,GRSP,KY-DS,711534,4330400
2497,7/19/2016,GRSP,KY-DS,711497,4330472
2485,7/19/2016,GRSP,KY-DS,711506,4330480
2470,7/19/2016,GRSP,KY-DS,711513,4330481
871,6/4/2015,GRSP,KY-DS,711593,4330501
2380,7/6/2016,GRSP,KY-DS,711555,4330513
3722,6/22/2018,GRSP,KY-DS,711557,4330514
3701,6/22/2018,GRSP,KY-DS,711548,4330521
3709,6/22/2018,GRSP,KY-DS,711575,4330525
1691,5/6/2016,GRSP,KY-DS,711559,4330533
1707,5/7/2016,GRSP,KY-DS,711559,4330533
436,7/1/2014,GRSP,KY-DS,711556,4330535
1172,7/3/2015,GRSP,KY-DS,711579,4330535
1697,5/6/2016,GRSP,KY-DS,711574,4330538
1709,5/7/2016,GRSP,KY-DS,711574,4330538
3721,6/22/2018,GRSP,KY-DS,711585,4330538
957,6/15/2015,GRSP,KY-DS,711576,4330540
3716,6/22/2018,GRSP,KY-DS,711559,4330541
